"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000006365","YPR161C","S. cerevisiae","SGV1","Suppressor of Gpa1-Val50 mutation"
"SGD:S000006366","YPR162C","S. cerevisiae","ORC4","Origin Recognition Complex"
"SGD:S000006372","YPR168W","S. cerevisiae","NUT2","Negative regulation of URS Two"
"SGD:S000006373","YPR169W","S. cerevisiae","JIP5","Jumonji domain Interacting Protein"
"SGD:S000006375","YPR171W","S. cerevisiae","BSP1","Binding protein of Synaptojanin Polyphosphoinositide phosphatase domain"
"SGD:S000006377","YPR173C","S. cerevisiae","VPS4","Vacuolar Protein Sorting"
"SGD:S000006378","YPR174C","S. cerevisiae","CSA1","Cdc5 SPB Anchor"
"SGD:S000006379","YPR175W","S. cerevisiae","DPB2","DNA Polymerase B"
"SGD:S000006380","YPR176C","S. cerevisiae","BET2","Blocked Early in Transport"
"SGD:S000006382","YPR178W","S. cerevisiae","PRP4","Pre-mRNA Processing"
"SGD:S000006383","YPR179C","S. cerevisiae","HDA3","Histone DeAcetylase"
"SGD:S000006384","YPR180W","S. cerevisiae","AOS1","Activation Of Smt3p"
"SGD:S000006385","YPR181C","S. cerevisiae","SEC23","SECretory"
"SGD:S000006386","YPR182W","S. cerevisiae","SMX3",""
"SGD:S000006391","YPR187W","S. cerevisiae","RPO26","RNA POlymerase"
"SGD:S000006392","YPR188C","S. cerevisiae","MLC2","Myo1p Light Chain"
"SGD:S000006393","YPR189W","S. cerevisiae","SKI3","SuperKIller"
"SGD:S000006394","YPR190C","S. cerevisiae","RPC82","RNA Polymerase C"
"SGD:S000006395","YPR191W","S. cerevisiae","QCR2","QH2:cytochrome-C oxidoReductase"
"SGD:S000006430","YDL045W-A","S. cerevisiae","MRP10","Mitochondrial Ribosomal Protein"
"SGD:S000006434","YLR438C-A","S. cerevisiae","LSM3","Like SM"
"SGD:S000006437","YFR032C-A","S. cerevisiae","RPL29","Ribosomal Protein of the Large subunit"
"SGD:S000006438","YPL249C-A","S. cerevisiae","RPL36B","Ribosomal Protein of the Large subunit"
"SGD:S000006439","YCR020W-B","S. cerevisiae","HTL1","High-Temperature Lethal"
"SGD:S000007222","YCR028C-A","S. cerevisiae","RIM1","Replication In Mitochondria"
"SGD:S000007235","YDR363W-A","S. cerevisiae","SEM1","Suppressor of Exocyst Mutations"
"SGD:S000007237","YER048W-A","S. cerevisiae","ISD11","Iron-Sulfur protein biogenesis, Desulfurase-interacting protein"
"SGD:S000007455","YHR072W-A","S. cerevisiae","NOP10","NucleOlar Protein"
"SGD:S000007587","YBL071W-A","S. cerevisiae","KTI11","Kluveromyces lactis Toxin Insensitive"
