"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000002393","YDL234C","S. cerevisiae","GYP7","Gtpase-activating protein for Ypt7 Protein"
"SGD:S000002394","YDL235C","S. cerevisiae","YPD1","tYrosine Phosphatase Dependent"
"SGD:S000002395","YDL236W","S. cerevisiae","PHO13","PHOsphate metabolism"
"SGD:S000002397","YDL238C","S. cerevisiae","GUD1","GUanine Deaminase"
"SGD:S000002398","YDL239C","S. cerevisiae","ADY3","Accumulation of DYads"
"SGD:S000002399","YDL240W","S. cerevisiae","LRG1","Lim-RhoGap homolog"
"SGD:S000002400","YDL241W","S. cerevisiae","",""
"SGD:S000002403","YDL244W","S. cerevisiae","THI13","THIamine metabolism"
"SGD:S000002404","YDL245C","S. cerevisiae","HXT15","HeXose Transporter"
"SGD:S000002406","YDL247W","S. cerevisiae","MPH2","Maltose Permease Homolog"
"SGD:S000002408","YDR001C","S. cerevisiae","NTH1","Neutral TreHalase"
"SGD:S000002411","YDR004W","S. cerevisiae","RAD57","RADiation sensitive"
"SGD:S000002412","YDR005C","S. cerevisiae","MAF1",""
"SGD:S000002413","YDR006C","S. cerevisiae","SOK1","Suppressor Of Kinase"
"SGD:S000002414","YDR007W","S. cerevisiae","TRP1","TRyPtophan"
"SGD:S000002416","YDR009W","S. cerevisiae","GAL3","GALactose metabolism"
"SGD:S000002418","YDR011W","S. cerevisiae","SNQ2","Sensitivity to 4-NitroQuinoline-N-oxide"
"SGD:S000002420","YDR013W","S. cerevisiae","PSF1","Partner of Sld Five"
"SGD:S000002423","YDR016C","S. cerevisiae","DAD1","Duo1 And Dam1 interacting"
"SGD:S000002424","YDR017C","S. cerevisiae","KCS1","pKC1 Suppressor"
"SGD:S000002425","YDR018C","S. cerevisiae","MLG1","hoMoLoG to PSI1"
"SGD:S000002426","YDR019C","S. cerevisiae","GCV1","GlyCine cleaVage"
"SGD:S000002427","YDR020C","S. cerevisiae","DAS2","Dst1-delta 6-Azauracil Sensitivity"
"SGD:S000002428","YDR021W","S. cerevisiae","FAL1","eukaryotic translation initiation factor Four A Like"
"SGD:S000002429","YDR022C","S. cerevisiae","ATG31","AuTophaGy related"
"SGD:S000002430","YDR023W","S. cerevisiae","SES1","SEryl-tRNA Synthetase"
"SGD:S000002433","YDR026C","S. cerevisiae","NSI1","NTS1 SIlencing protein"
"SGD:S000002434","YDR027C","S. cerevisiae","VPS54","Vacuolar Protein Sorting"
"SGD:S000002435","YDR028C","S. cerevisiae","REG1","REsistance to Glucose repression"
"SGD:S000002439","YDR032C","S. cerevisiae","PST2","Protoplasts-SecreTed"
"SGD:S000002440","YDR033W","S. cerevisiae","MRH1","Membrane protein Related to Hsp30p"
"SGD:S000002441","YDR034C","S. cerevisiae","LYS14","LYSine requiring"
"SGD:S000002442","YDR035W","S. cerevisiae","ARO3","AROmatic amino acid requiring"
"SGD:S000002443","YDR036C","S. cerevisiae","EHD3",""
"SGD:S000002444","YDR037W","S. cerevisiae","KRS1","Lysyl (K) tRNA Synthetase"
"SGD:S000002445","YDR038C","S. cerevisiae","ENA5","Exitus NAtru (Latin, ""exit sodium"")"
"SGD:S000002447","YDR040C","S. cerevisiae","ENA1","Exitus NAtru (Latin, ""exit sodium"")"
"SGD:S000002448","YDR041W","S. cerevisiae","RSM10","Ribosomal Small subunit of Mitochondria"
"SGD:S000002450","YDR043C","S. cerevisiae","NRG1","Negative Regulator of Glucose-repressed genes"
"SGD:S000002451","YDR044W","S. cerevisiae","HEM13","HEMe biosynthesis"
"SGD:S000002452","YDR045C","S. cerevisiae","RPC11","RNA Polymerase C"
"SGD:S000002453","YDR046C","S. cerevisiae","BAP3","Branched-chain Amino acid Permease"
"SGD:S000002454","YDR047W","S. cerevisiae","HEM12","HEMe biosynthesis"
"SGD:S000002456","YDR049W","S. cerevisiae","VMS1","VCP/Cdc48-associated Mitochondrial Stress-responsive"
"SGD:S000002458","YDR051C","S. cerevisiae","DET1","Decreased Ergosterol Transport"
"SGD:S000002459","YDR052C","S. cerevisiae","DBF4","DumbBell Former"
"SGD:S000002460","YDR053W","S. cerevisiae","",""
"SGD:S000002461","YDR054C","S. cerevisiae","CDC34","Cell Division Cycle"
"SGD:S000002462","YDR055W","S. cerevisiae","PST1","Protoplasts-SecreTed"
"SGD:S000002465","YDR058C","S. cerevisiae","TGL2","TriacylGlycerol Lipase"
"SGD:S000002466","YDR059C","S. cerevisiae","UBC5","UBiquitin-Conjugating"
"SGD:S000002467","YDR060W","S. cerevisiae","MAK21","MAintenance of Killer"
"SGD:S000002470","YDR063W","S. cerevisiae","AIM7","Altered Inheritance rate of Mitochondria"
"SGD:S000002472","YDR065W","S. cerevisiae","RRG1","Required for Respiratory Growth"
"SGD:S000002476","YDR069C","S. cerevisiae","DOA4","Degradation Of Alpha"
"SGD:S000002478","YDR071C","S. cerevisiae","PAA1","PolyAmine Acetyltransferase"
"SGD:S000002480","YDR073W","S. cerevisiae","SNF11","Sucrose NonFermenting"
"SGD:S000002481","YDR074W","S. cerevisiae","TPS2","Trehalose-6-Phosphate Synthase/phosphatase"
"SGD:S000002482","YDR075W","S. cerevisiae","PPH3","Protein PHosphatase"
"SGD:S000002487","YDR080W","S. cerevisiae","VPS41","Vacuolar Protein Sorting"
"SGD:S000002488","YDR081C","S. cerevisiae","PDC2","Pyruvate DeCarboxylase"
"SGD:S000002490","YDR083W","S. cerevisiae","RRP8","Ribosomal RNA Processing"
"SGD:S000002493","YDR086C","S. cerevisiae","SSS1","Sec Sixty-one Suppressor"
"SGD:S000002494","YDR087C","S. cerevisiae","RRP1","Ribosomal RNA Processing"
"SGD:S000002495","YDR088C","S. cerevisiae","SLU7","Synergistic Lethal with U5 snRNA"
"SGD:S000002496","YDR089W","S. cerevisiae","VTC5","Vacuole Transporter Chaperone"
"SGD:S000002498","YDR091C","S. cerevisiae","RLI1","RNase L Inhibitor"
"SGD:S000002499","YDR092W","S. cerevisiae","UBC13","UBiquitin-Conjugating"
"SGD:S000002500","YDR093W","S. cerevisiae","DNF2","Drs2 Neo1 Family"
"SGD:S000002503","YDR096W","S. cerevisiae","GIS1","GIg1-2 Suppressor"
"SGD:S000002504","YDR097C","S. cerevisiae","MSH6","MutS Homolog"
"SGD:S000002505","YDR098C","S. cerevisiae","GRX3","GlutaRedoXin"
"SGD:S000002506","YDR099W","S. cerevisiae","BMH2","Brain Modulosignalin Homolog"
"SGD:S000002508","YDR101C","S. cerevisiae","ARX1","Associated with Ribosomal eXport complex"
"SGD:S000002510","YDR103W","S. cerevisiae","STE5","STErile"
"SGD:S000002511","YDR104C","S. cerevisiae","SPO71","SPOrulation"
"SGD:S000002512","YDR105C","S. cerevisiae","TMS1",""
"SGD:S000002514","YDR107C","S. cerevisiae","TMN2","TransMembrane Nine"
"SGD:S000002515","YDR108W","S. cerevisiae","TRS85","TRapp Subunit"
"SGD:S000002516","YDR109C","S. cerevisiae","",""
"SGD:S000002517","YDR110W","S. cerevisiae","FOB1","FOrk Blocking less"
"SGD:S000002518","YDR111C","S. cerevisiae","ALT2","ALanine Transaminase"
"SGD:S000002520","YDR113C","S. cerevisiae","PDS1","Precocious Dissociation of Sisters"
"SGD:S000002523","YDR116C","S. cerevisiae","MRPL1","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000002524","YDR117C","S. cerevisiae","TMA64","Translation Machinery Associated"
"SGD:S000002525","YDR118W","S. cerevisiae","APC4","Anaphase Promoting Complex"
"SGD:S000002527","YDR120C","S. cerevisiae","TRM1","tRNA Methyltransferase"
"SGD:S000002528","YDR121W","S. cerevisiae","DPB4","DNA Polymerase B (II) subunit"
"SGD:S000002529","YDR122W","S. cerevisiae","KIN1","KINase"
"SGD:S000002530","YDR123C","S. cerevisiae","INO2","INOsitol requiring"
"SGD:S000002531","YDR124W","S. cerevisiae","",""
"SGD:S000002534","YDR127W","S. cerevisiae","ARO1","AROmatic amino acid requiring"
"SGD:S000002535","YDR128W","S. cerevisiae","MTC5","Maintenance of Telomere Capping"
"SGD:S000002536","YDR129C","S. cerevisiae","SAC6","Suppressor of ACtin"
"SGD:S000002539","YDR132C","S. cerevisiae","MRX16","Mitochondrial oRganization of gene eXpression (MIOREX)"
"SGD:S000002543","YDR136C","S. cerevisiae","VPS61","Vacuolar Protein Sorting"
"SGD:S000002544","YDR137W","S. cerevisiae","RGP1","Reduced Growth Phenotype"
"SGD:S000002545","YDR138W","S. cerevisiae","HPR1","HyPerRecombination"
"SGD:S000002546","YDR139C","S. cerevisiae","RUB1","Related to UBiquitin"
"SGD:S000002547","YDR140W","S. cerevisiae","MTQ2","Methyltransferase"
"SGD:S000002548","YDR141C","S. cerevisiae","DOP1","homolog of A. nidulans DOPey"
"SGD:S000002549","YDR142C","S. cerevisiae","PEX7","PEroXin"
"SGD:S000002550","YDR143C","S. cerevisiae","SAN1","Sir Antagonist"
"SGD:S000002552","YDR145W","S. cerevisiae","TAF12","TATA binding protein-Associated Factor"
"SGD:S000002553","YDR146C","S. cerevisiae","SWI5","SWItching deficient"
"SGD:S000002554","YDR147W","S. cerevisiae","EKI1","Ethanolamine KInase"
"SGD:S000002555","YDR148C","S. cerevisiae","KGD2","alpha-KetoGlutarate Dehydrogenase"
"SGD:S000002557","YDR150W","S. cerevisiae","NUM1","NUclear Migration"
"SGD:S000002559","YDR152W","S. cerevisiae","GIR2","Genetically Interacts with Ribosomal genes"
"SGD:S000002560","YDR153C","S. cerevisiae","ENT5","Epsin N-Terminal homology"
"SGD:S000002562","YDR155C","S. cerevisiae","CPR1","Cyclosporin A-sensitive Proline Rotamase"
"SGD:S000002563","YDR156W","S. cerevisiae","RPA14","RNA Polymerase A"
"SGD:S000002564","YDR157W","S. cerevisiae","",""
"SGD:S000002565","YDR158W","S. cerevisiae","HOM2","HOMoserine requiring"
"SGD:S000002566","YDR159W","S. cerevisiae","SAC3","Suppressor of ACtin"
"SGD:S000002567","YDR160W","S. cerevisiae","SSY1","Sulfonylurea Sensitive on YPD"
"SGD:S000002569","YDR162C","S. cerevisiae","NBP2","Nap1 Binding Protein"
"SGD:S000002570","YDR163W","S. cerevisiae","CWC15","Complexed With Cef1p"
"SGD:S000002571","YDR164C","S. cerevisiae","SEC1","SECretory"
"SGD:S000002572","YDR165W","S. cerevisiae","TRM82","Transfer RNA Methyltransferase"
"SGD:S000002573","YDR166C","S. cerevisiae","SEC5","SECretory"
"SGD:S000002574","YDR167W","S. cerevisiae","TAF10","TATA binding protein-Associated Factor"
"SGD:S000002575","YDR168W","S. cerevisiae","CDC37","Cell Division Cycle"
"SGD:S000002576","YDR169C","S. cerevisiae","STB3","Sin Three Binding protein"
"SGD:S000002577","YDR170C","S. cerevisiae","SEC7","SECretory"
"SGD:S000002578","YDR171W","S. cerevisiae","HSP42","Heat Shock Protein"
"SGD:S000002579","YDR172W","S. cerevisiae","SUP35","SUPpressor"
"SGD:S000002580","YDR173C","S. cerevisiae","ARG82","ARGinine requiring"
"SGD:S000002581","YDR174W","S. cerevisiae","HMO1","High MObility group (HMG) family"
"SGD:S000002582","YDR175C","S. cerevisiae","RSM24","Ribosomal Small subunit of Mitochondria"
"SGD:S000002583","YDR176W","S. cerevisiae","NGG1",""
"SGD:S000002584","YDR177W","S. cerevisiae","UBC1","UBiquitin-Conjugating"
"SGD:S000002586","YDR179C","S. cerevisiae","CSN9","Cop9 SigNalosome subunit"
"SGD:S000002587","YDR179W-A","S. cerevisiae","NVJ3","Nucleus-Vacuole Junction"
"SGD:S000002588","YDR180W","S. cerevisiae","SCC2","Sister Chromatid Cohesion"
"SGD:S000002589","YDR181C","S. cerevisiae","SAS4","Something About Silencing"
"SGD:S000002591","YDR183W","S. cerevisiae","PLP1","Phosducin-Like Protein"
"SGD:S000002592","YDR184C","S. cerevisiae","ATC1","Aip Three Complex"
"SGD:S000002594","YDR186C","S. cerevisiae","SND1","Srp-iNDependent targeting"
"SGD:S000002596","YDR188W","S. cerevisiae","CCT6","Chaperonin Containing TCP-1"
"SGD:S000002597","YDR189W","S. cerevisiae","SLY1","Suppressor of Loss of Ypt1"
"SGD:S000002598","YDR190C","S. cerevisiae","RVB1","RuVB-like"
"SGD:S000002599","YDR191W","S. cerevisiae","HST4","Homolog of SIR Two (SIR2)"
"SGD:S000002600","YDR192C","S. cerevisiae","NUP42","NUclear Pore"
"SGD:S000002602","YDR194C","S. cerevisiae","MSS116","Mitochondrial Splicing System"
"SGD:S000002603","YDR195W","S. cerevisiae","REF2","RNA End Formation"
"SGD:S000002606","YDR198C","S. cerevisiae","RKM2","Ribosomal protein lysine (K) Methyltransferase"
"SGD:S000002607","YDR199W","S. cerevisiae","",""
"SGD:S000002608","YDR200C","S. cerevisiae","VPS64","Vacuolar Protein Sorting"
"SGD:S000002609","YDR201W","S. cerevisiae","SPC19","Spindle Pole Component"
"SGD:S000002610","YDR202C","S. cerevisiae","RAV2","Regulator of (H+)-ATPase in Vacuolar membrane"
"SGD:S000002612","YDR204W","S. cerevisiae","COQ4","COenzyme Q"
"SGD:S000002615","YDR207C","S. cerevisiae","UME6","Unscheduled Meiotic gene Expression"
"SGD:S000002616","YDR208W","S. cerevisiae","MSS4","Multicopy Suppressor of Stt4 mutation"
"SGD:S000002619","YDR211W","S. cerevisiae","GCD6","General Control Derepressed"
"SGD:S000002620","YDR212W","S. cerevisiae","TCP1","Tailless Complex Polypeptide"
"SGD:S000002621","YDR213W","S. cerevisiae","UPC2","UPtake Control"
"SGD:S000002622","YDR214W","S. cerevisiae","AHA1","Activator of Heat shock protein 90 ATPase"
"SGD:S000002625","YDR217C","S. cerevisiae","RAD9","RADiation sensitive"
"SGD:S000002626","YDR218C","S. cerevisiae","SPR28","SPorulation Regulated"
"SGD:S000002627","YDR219C","S. cerevisiae","MFB1","Mitochondria-associated F-Box protein"
"SGD:S000002629","YDR221W","S. cerevisiae","GTB1","Glucosidase Two Beta-subunit"
"SGD:S000002630","YDR222W","S. cerevisiae","",""
"SGD:S000002631","YDR223W","S. cerevisiae","CRF1","Co-Repressor with FHL1"
"SGD:S000002632","YDR224C","S. cerevisiae","HTB1","Histone h Two B"
"SGD:S000002633","YDR225W","S. cerevisiae","HTA1","Histone h Two A"
"SGD:S000002634","YDR226W","S. cerevisiae","ADK1","ADenylate Kinase"
"SGD:S000002635","YDR227W","S. cerevisiae","SIR4","Silent Information Regulator"
"SGD:S000002637","YDR229W","S. cerevisiae","IVY1","Interacting with Vps33p and Ypt7p"
"SGD:S000002640","YDR232W","S. cerevisiae","HEM1","HEMe biosynthesis"
"SGD:S000002641","YDR233C","S. cerevisiae","RTN1","ReTiculoN-like"
"SGD:S000002642","YDR234W","S. cerevisiae","LYS4","LYSine requiring"
"SGD:S000002643","YDR235W","S. cerevisiae","PRP42","Pre-mRNA Processing"
"SGD:S000002645","YDR237W","S. cerevisiae","MRPL7","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000002646","YDR238C","S. cerevisiae","SEC26","SECretory"
"SGD:S000002647","YDR239C","S. cerevisiae","",""
"SGD:S000002648","YDR240C","S. cerevisiae","SNU56","Small NUclear ribonucleoprotein associated"
"SGD:S000002651","YDR243C","S. cerevisiae","PRP28","Pre-mRNA Processing"
"SGD:S000002653","YDR245W","S. cerevisiae","MNN10","MaNNosyltransferase"
"SGD:S000002654","YDR246W","S. cerevisiae","TRS23","TRapp Subunit"
"SGD:S000002655","YDR247W","S. cerevisiae","VHS1","Viable in a Hal3 Sit4 background"
"SGD:S000002656","YDR248C","S. cerevisiae","",""
"SGD:S000002659","YDR251W","S. cerevisiae","PAM1","Pp2A Multicopy suppressor"
"SGD:S000002660","YDR252W","S. cerevisiae","BTT1","BTf Three"
"SGD:S000002662","YDR254W","S. cerevisiae","CHL4","CHromosome Loss"
"SGD:S000002663","YDR255C","S. cerevisiae","RMD5","Required for Meiotic nuclear Division"
"SGD:S000002664","YDR256C","S. cerevisiae","CTA1","CaTalase A"
"SGD:S000002666","YDR258C","S. cerevisiae","HSP78","Heat Shock Protein"
"SGD:S000002670","YDR262W","S. cerevisiae","",""
"SGD:S000002671","YDR263C","S. cerevisiae","DIN7","DNA Damage INducible"
"SGD:S000002672","YDR264C","S. cerevisiae","AKR1","AnKyrin Repeat containing"
"SGD:S000002674","YDR266C","S. cerevisiae","HEL2","Histone E3 Ligase"
"SGD:S000002675","YDR267C","S. cerevisiae","CIA1","Cytosolic Iron-sulfur protein Assembly"
"SGD:S000002678","YDR270W","S. cerevisiae","CCC2","Cross-Complements Ca(2+) phenotype of csg1"
"SGD:S000002680","YDR272W","S. cerevisiae","GLO2","GLyOxalase"
"SGD:S000002681","YDR273W","S. cerevisiae","DON1","DONut"
"SGD:S000002683","YDR275W","S. cerevisiae","TLD1","Triglyceride-associated Lipid Droplet protein"
"SGD:S000002687","YDR279W","S. cerevisiae","RNH202","RNase H"
"SGD:S000002688","YDR280W","S. cerevisiae","RRP45","Ribosomal RNA Processing"
"SGD:S000002691","YDR283C","S. cerevisiae","GCN2","General Control Nonderepressible"
"SGD:S000002693","YDR285W","S. cerevisiae","ZIP1","molecular ZIPper"
"SGD:S000002695","YDR287W","S. cerevisiae","INM2","INositol Monophosphatase"
"SGD:S000002696","YDR288W","S. cerevisiae","NSE3","Non SMC Element"
"SGD:S000002697","YDR289C","S. cerevisiae","RTT103","Regulator of Ty1 Transposition"
"SGD:S000002699","YDR291W","S. cerevisiae","HRQ1","Homologous to RecQ protein"
"SGD:S000002701","YDR293C","S. cerevisiae","SSD1","Suppressor of SIT4 Deletion"
"SGD:S000002702","YDR294C","S. cerevisiae","DPL1","Dihydrosphingosine Phosphate Lyase"
"SGD:S000002703","YDR295C","S. cerevisiae","HDA2","Histone DeAcetylase"
"SGD:S000002707","YDR299W","S. cerevisiae","BFR2","BreFeldin A Resistance"
"SGD:S000002708","YDR300C","S. cerevisiae","PRO1","PROline requiring"
"SGD:S000002709","YDR301W","S. cerevisiae","CFT1","Cleavage Factor Two"
"SGD:S000002711","YDR303C","S. cerevisiae","RSC3","Remodel the Structure of Chromatin"
"SGD:S000002712","YDR304C","S. cerevisiae","CPR5","Cyclosporin-sensitive Proline Rotamase"
"SGD:S000002714","YDR306C","S. cerevisiae","PFU1","Pheromone, F-box, Ubiquitination"
"SGD:S000002716","YDR308C","S. cerevisiae","SRB7","Suppressor of RNA polymerase B"
"SGD:S000002718","YDR310C","S. cerevisiae","SUM1","SUppresor of Mar1-1"
"SGD:S000002719","YDR311W","S. cerevisiae","TFB1","Transcription Factor B"
"SGD:S000002720","YDR312W","S. cerevisiae","SSF2","Suppressor of ste4 (Four)"
"SGD:S000002721","YDR313C","S. cerevisiae","PIB1","PtdIns(3)p-Binding"
"SGD:S000002722","YDR314C","S. cerevisiae","RAD34","Homologous to RAD4"
"SGD:S000002725","YDR317W","S. cerevisiae","HIM1","High Induced Mutagenesis"
"SGD:S000002726","YDR318W","S. cerevisiae","MCM21","MiniChromosome Maintenance"
"SGD:S000002727","YDR319C","S. cerevisiae","YFT2",""
"SGD:S000002728","YDR320C","S. cerevisiae","SWA2","Synthetic lethal With Arf1"
"SGD:S000002730","YDR322W","S. cerevisiae","MRPL35","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000002732","YDR324C","S. cerevisiae","UTP4","U Three Protein"
"SGD:S000002733","YDR325W","S. cerevisiae","YCG1","Yeast Cap G"
"SGD:S000002734","YDR326C","S. cerevisiae","YSP2","Yeast Suicide Protein"
"SGD:S000002736","YDR328C","S. cerevisiae","SKP1","Suppressor of Kinetochore Protein mutant"
"SGD:S000002738","YDR330W","S. cerevisiae","UBX5","UBiquitin regulatory X"
"SGD:S000002740","YDR332W","S. cerevisiae","IRC3","Increased Recombination Centers"
"SGD:S000002742","YDR334W","S. cerevisiae","SWR1","SWi2/snf2-Related"
"SGD:S000002743","YDR335W","S. cerevisiae","MSN5","Multicopy suppressor of SNf1 mutation"
"SGD:S000002744","YDR336W","S. cerevisiae","MRX8","Mitochondrial oRganization of gene eXpression (MIOREX)"
"SGD:S000002745","YDR337W","S. cerevisiae","MRPS28","Mitochondrial Ribosomal Protein, Small subunit"
"SGD:S000002749","YDR341C","S. cerevisiae","",""
"SGD:S000002750","YDR342C","S. cerevisiae","HXT7","HeXose Transporter"
"SGD:S000002753","YDR345C","S. cerevisiae","HXT3","HeXose Transporter"
"SGD:S000002754","YDR346C","S. cerevisiae","SVF1","SurVival Factor"
"SGD:S000002755","YDR347W","S. cerevisiae","MRP1","Mitochondrial Ribosomal Protein"
"SGD:S000002756","YDR348C","S. cerevisiae","PAL1","Pears And Lemons"
"SGD:S000002761","YDR353W","S. cerevisiae","TRR1","ThioRedoxin Reductase"
"SGD:S000002762","YDR354W","S. cerevisiae","TRP4","TRyPtophan"
"SGD:S000002765","YDR357C","S. cerevisiae","CNL1","CNo-Like"
"SGD:S000002766","YDR358W","S. cerevisiae","GGA1","Golgi-localized, Gamma-adaptin ear homology, Arf-binding protein"
"SGD:S000002767","YDR359C","S. cerevisiae","EAF1","Esa1p-Associated Factor"
"SGD:S000002769","YDR361C","S. cerevisiae","BCP1",""
"SGD:S000002770","YDR362C","S. cerevisiae","TFC6","Transcription Factor C"
"SGD:S000002771","YDR363W","S. cerevisiae","ESC2","Establishment of Silent Chromatin"
"SGD:S000002772","YDR364C","S. cerevisiae","CDC40","Cell Division Cycle"
"SGD:S000002773","YDR365C","S. cerevisiae","ESF1","Eighteen S rRNA Factor"
"SGD:S000002776","YDR368W","S. cerevisiae","YPR1","Yeast Putative Reductase"
"SGD:S000002777","YDR369C","S. cerevisiae","XRS2","X-Ray Sensitive"
"SGD:S000002778","YDR370C","S. cerevisiae","DXO1","Decapping eXOnuclease"
"SGD:S000002780","YDR372C","S. cerevisiae","VPS74","Vacuolar Protein Sorting"
"SGD:S000002782","YDR374C","S. cerevisiae","PHO92","PHOsphate metabolism"
"SGD:S000002785","YDR377W","S. cerevisiae","ATP17","ATP synthase"
"SGD:S000002786","YDR378C","S. cerevisiae","LSM6","Like SM"
"SGD:S000002787","YDR379W","S. cerevisiae","RGA2","Rho GTPase Activating Protein"
"SGD:S000002789","YDR381W","S. cerevisiae","YRA1","Yeast RNA Annealing protein"
"SGD:S000002791","YDR383C","S. cerevisiae","NKP1","Non-essential Kinetochore Protein"
"SGD:S000002793","YDR385W","S. cerevisiae","EFT2","Elongation Factor Two"
"SGD:S000002794","YDR386W","S. cerevisiae","MUS81","MMS and UV Sensitive"
"SGD:S000002796","YDR388W","S. cerevisiae","RVS167","Reduced Viability on Starvation"
"SGD:S000002798","YDR390C","S. cerevisiae","UBA2","UBiquitin Activating"
"SGD:S000002799","YDR391C","S. cerevisiae","IAT4","Indolamine n‐AcetylTransferase"
"SGD:S000002800","YDR392W","S. cerevisiae","SPT3","SuPpressor of Ty's"
"SGD:S000002802","YDR394W","S. cerevisiae","RPT3","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
