"Gene > Primary DBID","Gene > Systematic Name","Gene > Organism . Short Name","Gene > Standard Name","Gene > Name"
"SGD:S000001422","YIL160C","S. cerevisiae","POT1","Peroxisomal Oxoacyl Thiolase"
"SGD:S000001424","YIL162W","S. cerevisiae","SUC2","SUCrose"
"SGD:S000001425","YIL163C","S. cerevisiae","",""
"SGD:S000001428","YIL166C","S. cerevisiae","SOA1","SulfOnAte transport"
"SGD:S000001431","YIL169C","S. cerevisiae","CSS1","Condition Specific Secretion"
"SGD:S000001432","YIL170W","S. cerevisiae","HXT12","HeXose Transporter"
"SGD:S000001433","YIL171W","S. cerevisiae","",""
"SGD:S000001434","YIL172C","S. cerevisiae","IMA3","IsoMAltase"
"SGD:S000001435","YIL173W","S. cerevisiae","VTH1","Vps Ten Homolog"
"SGD:S000001436","YIL174W","S. cerevisiae","",""
"SGD:S000001439","YIL177C","S. cerevisiae","",""
"SGD:S000001440","YIR001C","S. cerevisiae","SGN1","Slower Growth on Non-fermentable carbon sources"
"SGD:S000001441","YIR002C","S. cerevisiae","MPH1","Mutator PHenotype"
"SGD:S000001442","YIR003W","S. cerevisiae","AIM21","Altered Inheritance rate of Mitochondria"
"SGD:S000001443","YIR004W","S. cerevisiae","DJP1","DnaJ Protein"
"SGD:S000001444","YIR005W","S. cerevisiae","IST3","Increased Sodium Tolerance"
"SGD:S000001445","YIR006C","S. cerevisiae","PAN1","Poly(A)-binding protein-dependent poly(A) riboNuclease"
"SGD:S000001447","YIR008C","S. cerevisiae","PRI1","DNA PRImase"
"SGD:S000001448","YIR009W","S. cerevisiae","MSL1","MUD Synthetic Lethal"
"SGD:S000001449","YIR010W","S. cerevisiae","DSN1","Dosage Suppressor of NNF1"
"SGD:S000001450","YIR011C","S. cerevisiae","STS1","Sec Twenty-three Suppressor"
"SGD:S000001451","YIR012W","S. cerevisiae","SQT1","Suppressor of QSR1 Truncations"
"SGD:S000001452","YIR013C","S. cerevisiae","GAT4",""
"SGD:S000001453","YIR014W","S. cerevisiae","VLD1","Vacuole Localized Dsc protein"
"SGD:S000001455","YIR016W","S. cerevisiae","",""
"SGD:S000001456","YIR017C","S. cerevisiae","MET28","METhionine"
"SGD:S000001457","YIR018W","S. cerevisiae","YAP5","Yeast AP-1"
"SGD:S000001460","YIR021W","S. cerevisiae","MRS1","Mitochondrial RNA Splicing"
"SGD:S000001461","YIR022W","S. cerevisiae","SEC11","SECretory"
"SGD:S000001462","YIR023W","S. cerevisiae","DAL81","Degradation of Allantoin"
"SGD:S000001463","YIR024C","S. cerevisiae","INA22","INner membrane Assembly 22 kDa"
"SGD:S000001464","YIR025W","S. cerevisiae","MND2","Meiotic Nuclear Divisions"
"SGD:S000001465","YIR026C","S. cerevisiae","YVH1","Yeast vaccinia virus VH1 Homolog"
"SGD:S000001466","YIR027C","S. cerevisiae","DAL1","Degradation of Allantoin"
"SGD:S000001467","YIR028W","S. cerevisiae","DAL4","Degradation of Allantoin"
"SGD:S000001470","YIR031C","S. cerevisiae","DAL7","Degradation of Allantoin"
"SGD:S000001471","YIR032C","S. cerevisiae","DAL3","Degradation of Allantoin"
"SGD:S000001472","YIR033W","S. cerevisiae","MGA2","Multicopy suppressor of GAm1 (snf2)"
"SGD:S000001473","YIR034C","S. cerevisiae","LYS1","LYSine requiring"
"SGD:S000001474","YIR035C","S. cerevisiae","NRE1","Novel REductase"
"SGD:S000001475","YIR036C","S. cerevisiae","IRC24","Increased Recombination Centers"
"SGD:S000001476","YIR037W","S. cerevisiae","HYR1","HYdroperoxide Resistance"
"SGD:S000001477","YIR038C","S. cerevisiae","GTT1","GlutaThione Transferase"
"SGD:S000001478","YIR039C","S. cerevisiae","YPS6","YaPSin"
"SGD:S000001479","YIR040C","S. cerevisiae","",""
"SGD:S000001481","YIR042C","S. cerevisiae","",""
"SGD:S000001483","YIR044C","S. cerevisiae","",""
"SGD:S000001484","YKL001C","S. cerevisiae","MET14","METhionine requiring"
"SGD:S000001485","YKL002W","S. cerevisiae","DID4","Doa4-Independent Degradation"
"SGD:S000001486","YKL003C","S. cerevisiae","MRP17","Mitochondrial Ribosomal Protein"
"SGD:S000001487","YKL004W","S. cerevisiae","AUR1","AUreobasidin A Resistance"
"SGD:S000001490","YKL007W","S. cerevisiae","CAP1","CAPping"
"SGD:S000001491","YKL008C","S. cerevisiae","LAC1","Longevity-Assurance gene Cognate (LAG1 Cognate)"
"SGD:S000001492","YKL009W","S. cerevisiae","MRT4","mRNA Turnover 4"
"SGD:S000001493","YKL010C","S. cerevisiae","UFD4","Ubiquitin Fusion Degradation protein"
"SGD:S000001494","YKL011C","S. cerevisiae","CCE1","Cruciform Cutting Endonuclease"
"SGD:S000001495","YKL012W","S. cerevisiae","PRP40","Pre-mRNA Processing"
"SGD:S000001496","YKL013C","S. cerevisiae","ARC19","ARp2/3 Complex subunit"
"SGD:S000001497","YKL014C","S. cerevisiae","URB1","Unhealthy Ribosome Biogenesis"
"SGD:S000001498","YKL015W","S. cerevisiae","PUT3","Proline UTilization"
"SGD:S000001499","YKL016C","S. cerevisiae","ATP7","ATP synthase"
"SGD:S000001500","YKL017C","S. cerevisiae","HCS1","dna HeliCaSe"
"SGD:S000001501","YKL018W","S. cerevisiae","SWD2","Set1c, WD40 repeat protein"
"SGD:S000001502","YKL019W","S. cerevisiae","RAM2","RAS protein and A-factor Maturation"
"SGD:S000001503","YKL020C","S. cerevisiae","SPT23","SuPpressor of Ty"
"SGD:S000001504","YKL021C","S. cerevisiae","MAK11","MAintenance of Killer"
"SGD:S000001505","YKL022C","S. cerevisiae","CDC16","Cell Division Cycle"
"SGD:S000001506","YKL023W","S. cerevisiae","SKA1","SKi Associated factor"
"SGD:S000001507","YKL024C","S. cerevisiae","URA6","URAcil requiring"
"SGD:S000001508","YKL025C","S. cerevisiae","PAN3","Poly(A) Nuclease"
"SGD:S000001509","YKL026C","S. cerevisiae","GPX1","Glutathione PeroXidase"
"SGD:S000001511","YKL028W","S. cerevisiae","TFA1","Transcription Factor A"
"SGD:S000001512","YKL029C","S. cerevisiae","MAE1","MAlic Enzyme"
"SGD:S000001516","YKL033W","S. cerevisiae","TTI1","Two Tel2-Interacting protein"
"SGD:S000001517","YKL034W","S. cerevisiae","TUL1","Transmembrane Ubiquitin Ligase"
"SGD:S000001518","YKL035W","S. cerevisiae","UGP1","UDP-glucose pyrophosphorylase"
"SGD:S000001519","YKL036C","S. cerevisiae","",""
"SGD:S000001521","YKL038W","S. cerevisiae","RGT1","Restores Glucose Transport"
"SGD:S000001522","YKL039W","S. cerevisiae","PTM1",""
"SGD:S000001525","YKL042W","S. cerevisiae","SPC42","Spindle Pole Component"
"SGD:S000001526","YKL043W","S. cerevisiae","PHD1","PseudoHyphal Determinant"
"SGD:S000001527","YKL044W","S. cerevisiae","MMO1","Mini Mitochondria ORF"
"SGD:S000001528","YKL045W","S. cerevisiae","PRI2","DNA PRImase"
"SGD:S000001530","YKL047W","S. cerevisiae","ANR2","Avl Nine Related family"
"SGD:S000001531","YKL048C","S. cerevisiae","ELM1","ELongated Morphology"
"SGD:S000001532","YKL049C","S. cerevisiae","CSE4","Chromosome SEgregation"
"SGD:S000001533","YKL050C","S. cerevisiae","LPX2","Lipase of PeroXisomes"
"SGD:S000001534","YKL051W","S. cerevisiae","SFK1","Suppressor of Four Kinase"
"SGD:S000001535","YKL052C","S. cerevisiae","ASK1","Associated with Spindles and Kinetochores"
"SGD:S000001537","YKL054C","S. cerevisiae","DEF1","RNAPII DEgradation Factor"
"SGD:S000001538","YKL055C","S. cerevisiae","OAR1","3-Oxoacyl-[Acyl-carrier-protein] Reductase"
"SGD:S000001539","YKL056C","S. cerevisiae","TMA19","Translation Machinery Associated"
"SGD:S000001540","YKL057C","S. cerevisiae","NUP120","NUclear Pore"
"SGD:S000001541","YKL058W","S. cerevisiae","TOA2",""
"SGD:S000001542","YKL059C","S. cerevisiae","MPE1","Mutant PCF11 Extragenic suppressor"
"SGD:S000001543","YKL060C","S. cerevisiae","FBA1","Fructose-1,6-Bisphosphate Aldolase"
"SGD:S000001544","YKL061W","S. cerevisiae","BLI1","BLoc-1 Interactor"
"SGD:S000001545","YKL062W","S. cerevisiae","MSN4","Multicopy suppressor of SNF1 mutation"
"SGD:S000001546","YKL063C","S. cerevisiae","",""
"SGD:S000001547","YKL064W","S. cerevisiae","MNR2","MaNganese Resistance"
"SGD:S000001548","YKL065C","S. cerevisiae","YET1","Yeast Endoplasmic reticulum Transmembrane protein"
"SGD:S000001550","YKL067W","S. cerevisiae","YNK1","Yeast Nucleoside diphosphate Kinase"
"SGD:S000001551","YKL068W","S. cerevisiae","NUP100","NUclear Pore"
"SGD:S000001552","YKL069W","S. cerevisiae","",""
"SGD:S000001553","YKL070W","S. cerevisiae","",""
"SGD:S000001555","YKL072W","S. cerevisiae","STB6","Sin Three Binding protein"
"SGD:S000001556","YKL073W","S. cerevisiae","LHS1","Lumenal Hsp Seventy"
"SGD:S000001557","YKL074C","S. cerevisiae","MUD2","Mutant U1 Die"
"SGD:S000001558","YKL075C","S. cerevisiae","AAN1","Actin, Aging and Nutrient modulator"
"SGD:S000001559","YKL076C","S. cerevisiae","PSY1","Platinum SensitivitY"
"SGD:S000001560","YKL077W","S. cerevisiae","PSG1","Pma1 Stabilization in the Golgi"
"SGD:S000001561","YKL078W","S. cerevisiae","DHR2","DEAH-box RNA helicase"
"SGD:S000001562","YKL079W","S. cerevisiae","SMY1","Suppressor of MYo2-66"
"SGD:S000001563","YKL080W","S. cerevisiae","VMA5","Vacuolar Membrane Atpase"
"SGD:S000001564","YKL081W","S. cerevisiae","TEF4","Translation Elongation Factor"
"SGD:S000001565","YKL082C","S. cerevisiae","RRP14","Ribosomal RNA Processing"
"SGD:S000001568","YKL085W","S. cerevisiae","MDH1","Malate DeHydrogenase"
"SGD:S000001569","YKL086W","S. cerevisiae","SRX1","SulfiRedoXin"
"SGD:S000001570","YKL087C","S. cerevisiae","CYT2","CYTochrome-c1-heme-lyase"
"SGD:S000001571","YKL088W","S. cerevisiae","CAB3","Coenzyme A Biosynthesis"
"SGD:S000001572","YKL089W","S. cerevisiae","MIF2","MItotic Fidelity of chromosome transmission"
"SGD:S000001573","YKL090W","S. cerevisiae","CUE2","Coupling of Ubiquitin conjugation to ER degradation"
"SGD:S000001575","YKL092C","S. cerevisiae","BUD2","BUD site selection"
"SGD:S000001576","YKL093W","S. cerevisiae","MBR1","Mitochondrial Biogenesis Regulation"
"SGD:S000001578","YKL095W","S. cerevisiae","YJU2",""
"SGD:S000001581","YKL098W","S. cerevisiae","MTC2","Maintenance of Telomere Capping"
"SGD:S000001582","YKL099C","S. cerevisiae","UTP11","U Three Protein"
"SGD:S000001584","YKL101W","S. cerevisiae","HSL1","Histone Synthetic Lethal"
"SGD:S000001585","YKL102C","S. cerevisiae","",""
"SGD:S000001586","YKL103C","S. cerevisiae","APE1","AminoPeptidase"
"SGD:S000001587","YKL104C","S. cerevisiae","GFA1","Glutamine:Fructose-6-phosphate Amidotransferase"
"SGD:S000001588","YKL105C","S. cerevisiae","SEG2","Stability of Eisosomes Guaranteed"
"SGD:S000001589","YKL106W","S. cerevisiae","AAT1","Aspartate AminoTransferase"
"SGD:S000001590","YKL107W","S. cerevisiae","",""
"SGD:S000001591","YKL108W","S. cerevisiae","SLD2","Synthetically Lethal with Dpb11-1"
"SGD:S000001592","YKL109W","S. cerevisiae","HAP4","Heme Activator Protein"
"SGD:S000001593","YKL110C","S. cerevisiae","KTI12","Kluveromyces lactis Toxin Insensitive"
"SGD:S000001594","YKL111C","S. cerevisiae","",""
"SGD:S000001595","YKL112W","S. cerevisiae","ABF1","ARS-Binding Factor"
"SGD:S000001596","YKL113C","S. cerevisiae","RAD27","RADiation sensitive"
"SGD:S000001597","YKL114C","S. cerevisiae","APN1","APurinic/apyrimidinic eNdonuclease"
"SGD:S000001599","YKL116C","S. cerevisiae","PRR1","Pheromone Response Regulator"
"SGD:S000001600","YKL117W","S. cerevisiae","SBA1","increased Sensitivity to Benzoquinone Ansamycins"
"SGD:S000001602","YKL119C","S. cerevisiae","VPH2","Vacuolar pH"
"SGD:S000001603","YKL120W","S. cerevisiae","OAC1","OxaloAcetate Carrier"
"SGD:S000001605","YKL122C","S. cerevisiae","SRP21","Signal Recognition Particle"
"SGD:S000001607","YKL124W","S. cerevisiae","SSH4","Suppressor of SHr3 deletion"
"SGD:S000001608","YKL125W","S. cerevisiae","RRN3","Regulation of RNA polymerase I"
"SGD:S000001609","YKL126W","S. cerevisiae","YPK1","Yeast Protein Kinase"
"SGD:S000001610","YKL127W","S. cerevisiae","PGM1","PhosphoGlucoMutase"
"SGD:S000001612","YKL129C","S. cerevisiae","MYO3","MYOsin"
"SGD:S000001613","YKL130C","S. cerevisiae","SHE2","Swi5p-dependent HO Expression"
"SGD:S000001616","YKL133C","S. cerevisiae","RCI50","Respiratory Chain Interacting protein of ~50 kDa"
"SGD:S000001617","YKL134C","S. cerevisiae","OCT1","OCTapeptidyl aminopeptidase"
"SGD:S000001618","YKL135C","S. cerevisiae","APL2","clathrin Adaptor Protein complex Large chain"
"SGD:S000001620","YKL137W","S. cerevisiae","CMC1","Cx9C Mitochondrial protein necessary for full assembly of Cytochrome c oxidase"
"SGD:S000001621","YKL138C","S. cerevisiae","MRPL31","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000001622","YKL139W","S. cerevisiae","CTK1","Carboxy-Terminal domain Kinase"
"SGD:S000001623","YKL140W","S. cerevisiae","TGL1","TriGlyceride Lipase"
"SGD:S000001624","YKL141W","S. cerevisiae","SDH3","Succinate DeHydrogenase"
"SGD:S000001625","YKL142W","S. cerevisiae","MRP8","Mitochondrial Ribosomal Protein"
"SGD:S000001626","YKL143W","S. cerevisiae","LTV1","Low Temperature Viability"
"SGD:S000001627","YKL144C","S. cerevisiae","RPC25","RNA Polymerase C"
"SGD:S000001628","YKL145W","S. cerevisiae","RPT1","Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase"
"SGD:S000001629","YKL146W","S. cerevisiae","AVT3","Amino acid Vacuolar Transport"
"SGD:S000001631","YKL148C","S. cerevisiae","SDH1","Succinate DeHydrogenase"
"SGD:S000001632","YKL149C","S. cerevisiae","DBR1","DeBRanching"
"SGD:S000001633","YKL150W","S. cerevisiae","MCR1","Mitochondrial NADH-Cytochrome b5 Reductase"
"SGD:S000001635","YKL152C","S. cerevisiae","GPM1","Glycerate PhosphoMutase"
"SGD:S000001636","YKL153W","S. cerevisiae","",""
"SGD:S000001637","YKL154W","S. cerevisiae","SRP102","Signal Recognition Particle"
"SGD:S000001638","YKL155C","S. cerevisiae","RSM22","Ribosomal Small subunit of Mitochondria"
"SGD:S000001640","YKL157W","S. cerevisiae","APE2","AminoPEptidase"
"SGD:S000001643","YKL160W","S. cerevisiae","ELF1","ELongation Factor"
"SGD:S000001644","YKL161C","S. cerevisiae","KDX1","Kinase Dead X-talker"
"SGD:S000001646","YKL163W","S. cerevisiae","PIR3","Protein containing Internal Repeats"
"SGD:S000001647","YKL164C","S. cerevisiae","PIR1","Protein containing Internal Repeats"
"SGD:S000001648","YKL165C","S. cerevisiae","MCD4","Morphogenesis Checkpoint Dependent"
"SGD:S000001649","YKL166C","S. cerevisiae","TPK3","Takashi's Protein Kinase"
"SGD:S000001650","YKL167C","S. cerevisiae","MRP49","Mitochondrial Ribosomal Protein"
"SGD:S000001651","YKL168C","S. cerevisiae","KKQ8",""
"SGD:S000001653","YKL170W","S. cerevisiae","MRPL38","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000001654","YKL171W","S. cerevisiae","NNK1","Nitrogen Network Kinase"
"SGD:S000001655","YKL172W","S. cerevisiae","EBP2","EBNA1-binding protein (homolog)"
"SGD:S000001656","YKL173W","S. cerevisiae","SNU114","Small NUclear ribonucleoprotein associated"
"SGD:S000001657","YKL174C","S. cerevisiae","TPO5","Transporter of POlyamines"
"SGD:S000001658","YKL175W","S. cerevisiae","ZRT3","Zinc-Regulated Transporter"
"SGD:S000001659","YKL176C","S. cerevisiae","LST4","Lethal with Sec Thirteen"
"SGD:S000001660","YKL177W","S. cerevisiae","",""
"SGD:S000001661","YKL178C","S. cerevisiae","STE3","STErile"
"SGD:S000001662","YKL179C","S. cerevisiae","COY1","CASP Of Yeast"
"SGD:S000001663","YKL180W","S. cerevisiae","RPL17A","Ribosomal Protein of the Large subunit"
"SGD:S000001664","YKL181W","S. cerevisiae","PRS1","PhosphoRibosylpyrophosphate Synthetase"
"SGD:S000001665","YKL182W","S. cerevisiae","FAS1","Fatty Acid Synthetase"
"SGD:S000001666","YKL183W","S. cerevisiae","LOT5","LOw Temperature-responsive"
"SGD:S000001668","YKL185W","S. cerevisiae","ASH1","Asymmetric Synthesis of HO"
"SGD:S000001669","YKL186C","S. cerevisiae","MTR2","Mrna TRansport"
"SGD:S000001671","YKL188C","S. cerevisiae","PXA2","PeroXisomal ABC-transporter"
"SGD:S000001672","YKL189W","S. cerevisiae","HYM1",""
"SGD:S000001673","YKL190W","S. cerevisiae","CNB1","CalciNeurin subunit B"
"SGD:S000001674","YKL191W","S. cerevisiae","DPH2","DiPHthamide"
"SGD:S000001675","YKL192C","S. cerevisiae","ACP1","Acyl Carrier Protein"
"SGD:S000001676","YKL193C","S. cerevisiae","SDS22","homolog of S. pombe SDS22"
"SGD:S000001677","YKL194C","S. cerevisiae","MST1","Mitochondrial aminoacyl-tRNA Synthetase, Threonine"
"SGD:S000001678","YKL195W","S. cerevisiae","MIA40","Mitochondrial intermembrane space Import and Assembly"
"SGD:S000001679","YKL196C","S. cerevisiae","YKT6",""
"SGD:S000001680","YKL197C","S. cerevisiae","PEX1","PEroXin"
"SGD:S000001684","YKL201C","S. cerevisiae","MNN4","MaNNosyltransferase"
"SGD:S000001686","YKL203C","S. cerevisiae","TOR2","Target Of Rapamycin"
"SGD:S000001687","YKL204W","S. cerevisiae","EAP1","EIF4E-Associated Protein"
"SGD:S000001688","YKL205W","S. cerevisiae","LOS1","Loss Of Suppression"
"SGD:S000001689","YKL206C","S. cerevisiae","ADD66","Alpha1-proteinase inhibitor-Degradation Deficient"
"SGD:S000001691","YKL208W","S. cerevisiae","CBT1","Cytochrome B Termination"
"SGD:S000001692","YKL209C","S. cerevisiae","STE6","STErile"
"SGD:S000001693","YKL210W","S. cerevisiae","UBA1","UBiquitin Activating"
"SGD:S000001694","YKL211C","S. cerevisiae","TRP3","TRyPtophan"
"SGD:S000001695","YKL212W","S. cerevisiae","SAC1","Suppressor of ACtin"
"SGD:S000001696","YKL213C","S. cerevisiae","DOA1","Degradation Of Alpha"
"SGD:S000001697","YKL214C","S. cerevisiae","YRA2","Yeast RNA Annealing protein"
"SGD:S000001698","YKL215C","S. cerevisiae","OXP1","OXoProlinase"
"SGD:S000001699","YKL216W","S. cerevisiae","URA1","URAcil requiring"
"SGD:S000001700","YKL217W","S. cerevisiae","JEN1",""
"SGD:S000001701","YKL218C","S. cerevisiae","SRY1","Serine Racemase of Yeast"
"SGD:S000001702","YKL219W","S. cerevisiae","COS9","COnserved Sequence"
"SGD:S000001703","YKL220C","S. cerevisiae","FRE2","Ferric REductase"
"SGD:S000001704","YKL221W","S. cerevisiae","MCH2","MonoCarboxylate permease Homologue"
"SGD:S000001705","YKL222C","S. cerevisiae","",""
"SGD:S000001707","YKL224C","S. cerevisiae","PAU16","seriPAUperin"
"SGD:S000001709","YKR001C","S. cerevisiae","VPS1","Vacuolar Protein Sorting"
"SGD:S000001710","YKR002W","S. cerevisiae","PAP1","Poly(A) Polymerase"
"SGD:S000001713","YKR005C","S. cerevisiae","",""
"SGD:S000001714","YKR006C","S. cerevisiae","MRPL13","Mitochondrial Ribosomal Protein, Large subunit"
"SGD:S000001715","YKR007W","S. cerevisiae","MEH1","Multicopy suppressor of Ers1 Hygromycin B sensitivity"
"SGD:S000001716","YKR008W","S. cerevisiae","RSC4","Remodel the Structure of Chromatin"
"SGD:S000001718","YKR010C","S. cerevisiae","TOF2","TOpoisomerase I-interacting Factor"
"SGD:S000001719","YKR011C","S. cerevisiae","FPT1","Factor in the Proteome of TDNAs"
"SGD:S000001722","YKR014C","S. cerevisiae","YPT52","Yeast Protein Two"
"SGD:S000001724","YKR016W","S. cerevisiae","MIC60","MItochondrial contact site and Cristae organizing system"
"SGD:S000001725","YKR017C","S. cerevisiae","HEL1","Histone E3 Ligase"
"SGD:S000001726","YKR018C","S. cerevisiae","",""
"SGD:S000001727","YKR019C","S. cerevisiae","IRS4","Increased rDNA Silencing"
"SGD:S000001728","YKR020W","S. cerevisiae","VPS51","Vacuolar Protein Sorting"
"SGD:S000001729","YKR021W","S. cerevisiae","ALY1","Arrestin-Like Yeast protein"
"SGD:S000001730","YKR022C","S. cerevisiae","NTR2","NineTeen complex Related protein"
"SGD:S000001731","YKR023W","S. cerevisiae","RQT4","Ribosome-Quality control Trigger factor"
"SGD:S000001732","YKR024C","S. cerevisiae","DBP7","Dead Box Protein"
"SGD:S000001733","YKR025W","S. cerevisiae","RPC37","RNA Polymerase C"
"SGD:S000001734","YKR026C","S. cerevisiae","GCN3","General Control Nonderepressible"
"SGD:S000001736","YKR028W","S. cerevisiae","SAP190","Sit4 Associated Protein"
"SGD:S000001737","YKR029C","S. cerevisiae","SET3","SET domain-containing"
"SGD:S000001738","YKR030W","S. cerevisiae","GMH1","Gea1-6 Membrane-associated High-copy suppressor"
"SGD:S000001739","YKR031C","S. cerevisiae","SPO14","SPOrulation"
"SGD:S000001740","YKR032W","S. cerevisiae","",""
"SGD:S000001742","YKR034W","S. cerevisiae","DAL80","Degradation of Allantoin"
"SGD:S000001743","YKR035C","S. cerevisiae","OPI8","OverProducer of Inositol"
"SGD:S000001744","YKR036C","S. cerevisiae","CAF4","CCR4 Associated Factor"
"SGD:S000001745","YKR037C","S. cerevisiae","SPC34","Spindle Pole Component"
"SGD:S000001746","YKR038C","S. cerevisiae","KAE1","Kinase-Associated Endopeptidase"
"SGD:S000001747","YKR039W","S. cerevisiae","GAP1","General Amino acid Permease"
"SGD:S000001748","YKR040C","S. cerevisiae","",""
"SGD:S000001751","YKR043C","S. cerevisiae","SHB17","SedoHeptulose 1,7-Bisphosphatase"
"SGD:S000001752","YKR044W","S. cerevisiae","UIP5","Ulp1 Interacting Protein"
"SGD:S000001754","YKR046C","S. cerevisiae","PLN1","PeriLipiN"
"SGD:S000001756","YKR048C","S. cerevisiae","NAP1","Nucleosome Assembly Protein"
"SGD:S000001758","YKR050W","S. cerevisiae","TRK2","TRansport of potassium (K)"
"SGD:S000001759","YKR051W","S. cerevisiae","HFL1","Has Fused Lysosomes"
"SGD:S000001760","YKR052C","S. cerevisiae","MRS4","Mitochondrial RNA Splicing"
"SGD:S000001761","YKR053C","S. cerevisiae","YSR3","Yeast Sphingolipid Resistance"
"SGD:S000001762","YKR054C","S. cerevisiae","DYN1","DYNein"
